trial	speed	ball_pos	distance	broad	jitter	gap_time	shift_pos	trial_nr	block
37	0.5	3	9	5	0.3	0.0	-5	7	4
17	0.5	3	9	5	0.9	0.4	-5	8	4
6	0.5	3	9	5	0.9	0.5	-5	9	4
39	0.5	3	9	5	0.6	0.2	-5	10	4
36	0.5	3	9	5	0.75	0.5	5	11	4
10	0.5	3	9	5	0.9	0.30000000000000004	5	12	4
1	0.5	3	9	5	0.75	0.0	-5	13	4
44	0.5	3	9	5	0.3	0.1	5	14	4
13	0.5	3	9	5	0.75	0.0	-5	15	4
18	0.5	3	9	5	0.9	0.5	-5	16	4
48	0.5	3	9	5	0.75	0.5	5	17	4
25	0.5	3	9	5	0.44999999999999996	0.0	-5	18	4
11	0.5	3	9	5	0.75	0.4	5	19	4
38	0.5	3	9	5	0.3	0.1	-5	20	4
40	0.5	3	9	5	0.3	0.30000000000000004	-5	21	4
2	0.5	3	9	5	0.6	0.1	-5	22	4
47	0.5	3	9	5	0.44999999999999996	0.4	5	23	4
27	0.5	3	9	5	0.9	0.2	-5	24	4
15	0.5	3	9	5	0.6	0.2	-5	25	4
8	0.5	3	9	5	0.3	0.1	5	26	4
29	0.5	3	9	5	0.75	0.4	-5	27	4
45	0.5	3	9	5	0.3	0.2	5	28	4
41	0.5	3	9	5	0.44999999999999996	0.4	-5	29	4
22	0.5	3	9	5	0.3	0.30000000000000004	5	30	4
26	0.5	3	9	5	0.9	0.1	-5	31	4
9	0.5	3	9	5	0.44999999999999996	0.2	5	32	4
23	0.5	3	9	5	0.75	0.4	5	33	4
28	0.5	3	9	5	0.75	0.30000000000000004	-5	34	4
43	0.5	3	9	5	0.6	0.0	5	35	4
30	0.5	3	9	5	0.75	0.5	-5	36	4
20	0.5	3	9	5	0.3	0.1	5	37	4
33	0.5	3	9	5	0.75	0.2	5	38	4
4	0.5	3	9	5	0.6	0.30000000000000004	-5	39	4
12	0.5	3	9	5	0.44999999999999996	0.5	5	40	4
42	0.5	3	9	5	0.75	0.5	-5	41	4
16	0.5	3	9	5	0.9	0.30000000000000004	-5	42	4
34	0.5	3	9	5	0.6	0.30000000000000004	5	43	4
46	0.5	3	9	5	0.6	0.30000000000000004	5	44	4
14	0.5	3	9	5	0.75	0.1	-5	45	4
32	0.5	3	9	5	0.75	0.1	5	46	4
24	0.5	3	9	5	0.44999999999999996	0.5	5	47	4
19	0.5	3	9	5	0.9	0.0	5	48	4
1	0.5	3	9	5	0.75	0.0	-5	1	5
36	0.5	3	9	5	0.75	0.5	5	2	5
9	0.5	3	9	5	0.44999999999999996	0.2	5	3	5
25	0.5	3	9	5	0.44999999999999996	0.0	-5	4	5
3	0.5	3	9	5	0.9	0.2	-5	5	5
7	0.5	3	9	5	0.75	0.0	5	6	5
12	0.5	3	9	5	0.44999999999999996	0.5	5	7	5
41	0.5	3	9	5	0.44999999999999996	0.4	-5	8	5
13	0.5	3	9	5	0.75	0.0	-5	9	5
26	0.5	3	9	5	0.9	0.1	-5	10	5
39	0.5	3	9	5	0.6	0.2	-5	11	5
24	0.5	3	9	5	0.44999999999999996	0.5	5	12	5
23	0.5	3	9	5	0.75	0.4	5	13	5
28	0.5	3	9	5	0.75	0.30000000000000004	-5	14	5
19	0.5	3	9	5	0.9	0.0	5	15	5
14	0.5	3	9	5	0.75	0.1	-5	16	5
22	0.5	3	9	5	0.3	0.30000000000000004	5	17	5
27	0.5	3	9	5	0.9	0.2	-5	18	5
34	0.5	3	9	5	0.6	0.30000000000000004	5	19	5
4	0.5	3	9	5	0.6	0.30000000000000004	-5	20	5
8	0.5	3	9	5	0.3	0.1	5	21	5
45	0.5	3	9	5	0.3	0.2	5	22	5
31	0.5	3	9	5	0.9	0.0	5	23	5
44	0.5	3	9	5	0.3	0.1	5	24	5
42	0.5	3	9	5	0.75	0.5	-5	25	5
48	0.5	3	9	5	0.75	0.5	5	26	5
16	0.5	3	9	5	0.9	0.30000000000000004	-5	27	5
17	0.5	3	9	5	0.9	0.4	-5	28	5
47	0.5	3	9	5	0.44999999999999996	0.4	5	29	5
11	0.5	3	9	5	0.75	0.4	5	30	5
6	0.5	3	9	5	0.9	0.5	-5	31	5
10	0.5	3	9	5	0.9	0.30000000000000004	5	32	5
37	0.5	3	9	5	0.3	0.0	-5	33	5
21	0.5	3	9	5	0.6	0.2	5	34	5
40	0.5	3	9	5	0.3	0.30000000000000004	-5	35	5
30	0.5	3	9	5	0.75	0.5	-5	36	5
18	0.5	3	9	5	0.9	0.5	-5	37	5
33	0.5	3	9	5	0.75	0.2	5	38	5
43	0.5	3	9	5	0.6	0.0	5	39	5
29	0.5	3	9	5	0.75	0.4	-5	40	5
2	0.5	3	9	5	0.6	0.1	-5	41	5
35	0.5	3	9	5	0.3	0.4	5	42	5
32	0.5	3	9	5	0.75	0.1	5	43	5
38	0.5	3	9	5	0.3	0.1	-5	44	5
46	0.5	3	9	5	0.6	0.30000000000000004	5	45	5
20	0.5	3	9	5	0.3	0.1	5	46	5
15	0.5	3	9	5	0.6	0.2	-5	47	5
5	0.5	3	9	5	0.3	0.4	-5	48	5
19	0.5	3	9	5	0.9	0.0	5	1	6
14	0.5	3	9	5	0.75	0.1	-5	2	6
43	0.5	3	9	5	0.6	0.0	5	3	6
16	0.5	3	9	5	0.9	0.30000000000000004	-5	4	6
44	0.5	3	9	5	0.3	0.1	5	5	6
33	0.5	3	9	5	0.75	0.2	5	6	6
36	0.5	3	9	5	0.75	0.5	5	7	6
39	0.5	3	9	5	0.6	0.2	-5	8	6
32	0.5	3	9	5	0.75	0.1	5	9	6
1	0.5	3	9	5	0.75	0.0	-5	10	6
18	0.5	3	9	5	0.9	0.5	-5	11	6
5	0.5	3	9	5	0.3	0.4	-5	12	6
3	0.5	3	9	5	0.9	0.2	-5	13	6
41	0.5	3	9	5	0.44999999999999996	0.4	-5	14	6
20	0.5	3	9	5	0.3	0.1	5	15	6
46	0.5	3	9	5	0.6	0.30000000000000004	5	16	6
30	0.5	3	9	5	0.75	0.5	-5	17	6
45	0.5	3	9	5	0.3	0.2	5	18	6
6	0.5	3	9	5	0.9	0.5	-5	19	6
23	0.5	3	9	5	0.75	0.4	5	20	6
40	0.5	3	9	5	0.3	0.30000000000000004	-5	21	6
21	0.5	3	9	5	0.6	0.2	5	22	6
26	0.5	3	9	5	0.9	0.1	-5	23	6
10	0.5	3	9	5	0.9	0.30000000000000004	5	24	6
35	0.5	3	9	5	0.3	0.4	5	25	6
24	0.5	3	9	5	0.44999999999999996	0.5	5	26	6
28	0.5	3	9	5	0.75	0.30000000000000004	-5	27	6
29	0.5	3	9	5	0.75	0.4	-5	28	6
31	0.5	3	9	5	0.9	0.0	5	29	6
9	0.5	3	9	5	0.44999999999999996	0.2	5	30	6
22	0.5	3	9	5	0.3	0.30000000000000004	5	31	6
47	0.5	3	9	5	0.44999999999999996	0.4	5	32	6
48	0.5	3	9	5	0.75	0.5	5	33	6
8	0.5	3	9	5	0.3	0.1	5	34	6
15	0.5	3	9	5	0.6	0.2	-5	35	6
27	0.5	3	9	5	0.9	0.2	-5	36	6
13	0.5	3	9	5	0.75	0.0	-5	37	6
2	0.5	3	9	5	0.6	0.1	-5	38	6
34	0.5	3	9	5	0.6	0.30000000000000004	5	39	6
11	0.5	3	9	5	0.75	0.4	5	40	6
37	0.5	3	9	5	0.3	0.0	-5	41	6
17	0.5	3	9	5	0.9	0.4	-5	42	6
12	0.5	3	9	5	0.44999999999999996	0.5	5	43	6
38	0.5	3	9	5	0.3	0.1	-5	44	6
7	0.5	3	9	5	0.75	0.0	5	45	6
42	0.5	3	9	5	0.75	0.5	-5	46	6
4	0.5	3	9	5	0.6	0.30000000000000004	-5	47	6
25	0.5	3	9	5	0.44999999999999996	0.0	-5	48	6
14	0.5	3	9	5	0.75	0.1	-5	1	7
22	0.5	3	9	5	0.3	0.30000000000000004	5	2	7
40	0.5	3	9	5	0.3	0.30000000000000004	-5	3	7
33	0.5	3	9	5	0.75	0.2	5	4	7
23	0.5	3	9	5	0.75	0.4	5	5	7
4	0.5	3	9	5	0.6	0.30000000000000004	-5	6	7
6	0.5	3	9	5	0.9	0.5	-5	7	7
25	0.5	3	9	5	0.44999999999999996	0.0	-5	8	7
27	0.5	3	9	5	0.9	0.2	-5	9	7
2	0.5	3	9	5	0.6	0.1	-5	10	7
10	0.5	3	9	5	0.9	0.30000000000000004	5	11	7
46	0.5	3	9	5	0.6	0.30000000000000004	5	12	7
26	0.5	3	9	5	0.9	0.1	-5	13	7
19	0.5	3	9	5	0.9	0.0	5	14	7
38	0.5	3	9	5	0.3	0.1	-5	15	7
24	0.5	3	9	5	0.44999999999999996	0.5	5	16	7
37	0.5	3	9	5	0.3	0.0	-5	17	7
1	0.5	3	9	5	0.75	0.0	-5	18	7
48	0.5	3	9	5	0.75	0.5	5	19	7
8	0.5	3	9	5	0.3	0.1	5	20	7
47	0.5	3	9	5	0.44999999999999996	0.4	5	21	7
41	0.5	3	9	5	0.44999999999999996	0.4	-5	22	7
21	0.5	3	9	5	0.6	0.2	5	23	7
9	0.5	3	9	5	0.44999999999999996	0.2	5	24	7
3	0.5	3	9	5	0.9	0.2	-5	25	7
28	0.5	3	9	5	0.75	0.30000000000000004	-5	26	7
31	0.5	3	9	5	0.9	0.0	5	27	7
39	0.5	3	9	5	0.6	0.2	-5	28	7
12	0.5	3	9	5	0.44999999999999996	0.5	5	29	7
44	0.5	3	9	5	0.3	0.1	5	30	7
30	0.5	3	9	5	0.75	0.5	-5	31	7
20	0.5	3	9	5	0.3	0.1	5	32	7
18	0.5	3	9	5	0.9	0.5	-5	33	7
29	0.5	3	9	5	0.75	0.4	-5	34	7
42	0.5	3	9	5	0.75	0.5	-5	35	7
5	0.5	3	9	5	0.3	0.4	-5	36	7
16	0.5	3	9	5	0.9	0.30000000000000004	-5	37	7
13	0.5	3	9	5	0.75	0.0	-5	38	7
7	0.5	3	9	5	0.75	0.0	5	39	7
43	0.5	3	9	5	0.6	0.0	5	40	7
45	0.5	3	9	5	0.3	0.2	5	41	7
34	0.5	3	9	5	0.6	0.30000000000000004	5	42	7
32	0.5	3	9	5	0.75	0.1	5	43	7
36	0.5	3	9	5	0.75	0.5	5	44	7
15	0.5	3	9	5	0.6	0.2	-5	45	7
17	0.5	3	9	5	0.9	0.4	-5	46	7
35	0.5	3	9	5	0.3	0.4	5	47	7
11	0.5	3	9	5	0.75	0.4	5	48	7
31	0.5	3	9	5	0.9	0.0	5	1	8
2	0.5	3	9	5	0.6	0.1	-5	2	8
21	0.5	3	9	5	0.6	0.2	5	3	8
39	0.5	3	9	5	0.6	0.2	-5	4	8
40	0.5	3	9	5	0.3	0.30000000000000004	-5	5	8
18	0.5	3	9	5	0.9	0.5	-5	6	8
11	0.5	3	9	5	0.75	0.4	5	7	8
8	0.5	3	9	5	0.3	0.1	5	8	8
38	0.5	3	9	5	0.3	0.1	-5	9	8
29	0.5	3	9	5	0.75	0.4	-5	10	8
16	0.5	3	9	5	0.9	0.30000000000000004	-5	11	8
7	0.5	3	9	5	0.75	0.0	5	12	8
12	0.5	3	9	5	0.44999999999999996	0.5	5	13	8
13	0.5	3	9	5	0.75	0.0	-5	14	8
25	0.5	3	9	5	0.44999999999999996	0.0	-5	15	8
44	0.5	3	9	5	0.3	0.1	5	16	8
47	0.5	3	9	5	0.44999999999999996	0.4	5	17	8
5	0.5	3	9	5	0.3	0.4	-5	18	8
45	0.5	3	9	5	0.3	0.2	5	19	8
33	0.5	3	9	5	0.75	0.2	5	20	8
48	0.5	3	9	5	0.75	0.5	5	21	8
34	0.5	3	9	5	0.6	0.30000000000000004	5	22	8
23	0.5	3	9	5	0.75	0.4	5	23	8
28	0.5	3	9	5	0.75	0.30000000000000004	-5	24	8
17	0.5	3	9	5	0.9	0.4	-5	25	8
30	0.5	3	9	5	0.75	0.5	-5	26	8
20	0.5	3	9	5	0.3	0.1	5	27	8
4	0.5	3	9	5	0.6	0.30000000000000004	-5	28	8
35	0.5	3	9	5	0.3	0.4	5	29	8
32	0.5	3	9	5	0.75	0.1	5	30	8
43	0.5	3	9	5	0.6	0.0	5	31	8
3	0.5	3	9	5	0.9	0.2	-5	32	8
36	0.5	3	9	5	0.75	0.5	5	33	8
6	0.5	3	9	5	0.9	0.5	-5	34	8
46	0.5	3	9	5	0.6	0.30000000000000004	5	35	8
26	0.5	3	9	5	0.9	0.1	-5	36	8
37	0.5	3	9	5	0.3	0.0	-5	37	8
41	0.5	3	9	5	0.44999999999999996	0.4	-5	38	8
42	0.5	3	9	5	0.75	0.5	-5	39	8
22	0.5	3	9	5	0.3	0.30000000000000004	5	40	8
24	0.5	3	9	5	0.44999999999999996	0.5	5	41	8
14	0.5	3	9	5	0.75	0.1	-5	42	8
9	0.5	3	9	5	0.44999999999999996	0.2	5	43	8
27	0.5	3	9	5	0.9	0.2	-5	44	8
15	0.5	3	9	5	0.6	0.2	-5	45	8
19	0.5	3	9	5	0.9	0.0	5	46	8
1	0.5	3	9	5	0.75	0.0	-5	47	8
10	0.5	3	9	5	0.9	0.30000000000000004	5	48	8
11	0.5	3	9	5	0.75	0.4	5	1	9
25	0.5	3	9	5	0.44999999999999996	0.0	-5	2	9
13	0.5	3	9	5	0.75	0.0	-5	3	9
4	0.5	3	9	5	0.6	0.30000000000000004	-5	4	9
43	0.5	3	9	5	0.6	0.0	5	5	9
44	0.5	3	9	5	0.3	0.1	5	6	9
18	0.5	3	9	5	0.9	0.5	-5	7	9
23	0.5	3	9	5	0.75	0.4	5	8	9
32	0.5	3	9	5	0.75	0.1	5	9	9
46	0.5	3	9	5	0.6	0.30000000000000004	5	10	9
30	0.5	3	9	5	0.75	0.5	-5	11	9
31	0.5	3	9	5	0.9	0.0	5	12	9
12	0.5	3	9	5	0.44999999999999996	0.5	5	13	9
21	0.5	3	9	5	0.6	0.2	5	14	9
17	0.5	3	9	5	0.9	0.4	-5	15	9
22	0.5	3	9	5	0.3	0.30000000000000004	5	16	9
36	0.5	3	9	5	0.75	0.5	5	17	9
19	0.5	3	9	5	0.9	0.0	5	18	9
7	0.5	3	9	5	0.75	0.0	5	19	9
10	0.5	3	9	5	0.9	0.30000000000000004	5	20	9
2	0.5	3	9	5	0.6	0.1	-5	21	9
14	0.5	3	9	5	0.75	0.1	-5	22	9
41	0.5	3	9	5	0.44999999999999996	0.4	-5	23	9
42	0.5	3	9	5	0.75	0.5	-5	24	9
48	0.5	3	9	5	0.75	0.5	5	25	9
35	0.5	3	9	5	0.3	0.4	5	26	9
3	0.5	3	9	5	0.9	0.2	-5	27	9
5	0.5	3	9	5	0.3	0.4	-5	28	9
38	0.5	3	9	5	0.3	0.1	-5	29	9
1	0.5	3	9	5	0.75	0.0	-5	30	9
15	0.5	3	9	5	0.6	0.2	-5	31	9
39	0.5	3	9	5	0.6	0.2	-5	32	9
33	0.5	3	9	5	0.75	0.2	5	33	9
9	0.5	3	9	5	0.44999999999999996	0.2	5	34	9
8	0.5	3	9	5	0.3	0.1	5	35	9
34	0.5	3	9	5	0.6	0.30000000000000004	5	36	9
27	0.5	3	9	5	0.9	0.2	-5	37	9
40	0.5	3	9	5	0.3	0.30000000000000004	-5	38	9
28	0.5	3	9	5	0.75	0.30000000000000004	-5	39	9
37	0.5	3	9	5	0.3	0.0	-5	40	9
20	0.5	3	9	5	0.3	0.1	5	41	9
47	0.5	3	9	5	0.44999999999999996	0.4	5	42	9
45	0.5	3	9	5	0.3	0.2	5	43	9
16	0.5	3	9	5	0.9	0.30000000000000004	-5	44	9
6	0.5	3	9	5	0.9	0.5	-5	45	9
24	0.5	3	9	5	0.44999999999999996	0.5	5	46	9
26	0.5	3	9	5	0.9	0.1	-5	47	9
29	0.5	3	9	5	0.75	0.4	-5	48	9
