trial	speed	player_pos	ball_pos	distance	broad	jitter	change_loc	shift_pos	trial_nr	block
48	0.5	5	1	9	5	0.75	-7.5	5	50	3
36	0.5	5	1	9	5	0.3	-4.5	5	51	3
20	0.5	5	1	9	5	0.44999999999999996	-8.0	-5	52	3
52	0.5	5	1	9	5	0.9	-5.5	5	53	3
39	0.5	5	1	9	5	0.3	-7.5	-5	54	3
11	0.5	5	1	9	5	0.44999999999999996	-8.0	5	55	3
37	0.5	5	1	9	5	0.3	-8.5	-5	56	3
61	0.5	5	1	9	5	0.75	-5.5	-5	57	3
63	0.5	5	1	9	5	0.6	-4.5	-5	58	3
18	0.5	5	1	9	5	0.44999999999999996	-4.5	5	59	3
56	0.5	5	1	9	5	0.75	-8.0	-5	60	3
26	0.5	5	1	9	5	0.6	-5.0	-5	61	3
71	0.5	5	1	9	5	0.44999999999999996	-5.0	5	62	3
13	0.5	5	1	9	5	0.75	-7.0	5	63	3
59	0.5	5	1	9	5	0.3	-6.5	-5	64	3
6	0.5	5	1	9	5	0.9	-6.0	-5	65	3
72	0.5	5	1	9	5	0.75	-4.5	5	66	3
23	0.5	5	1	9	5	0.6	-6.5	-5	67	3
68	0.5	5	1	9	5	0.44999999999999996	-6.5	5	68	3
24	0.5	5	1	9	5	0.9	-6.0	-5	69	3
22	0.5	5	1	9	5	0.3	-7.0	-5	70	3
32	0.5	5	1	9	5	0.44999999999999996	-6.5	5	71	3
42	0.5	5	1	9	5	0.9	-6.0	-5	72	3
43	0.5	5	1	9	5	0.6	-5.5	-5	1	4
7	0.5	5	1	9	5	0.75	-5.5	-5	2	4
64	0.5	5	1	9	5	0.6	-8.5	5	3	4
23	0.5	5	1	9	5	0.6	-6.5	-5	4	4
56	0.5	5	1	9	5	0.75	-8.0	-5	5	4
1	0.5	5	1	9	5	0.9	-8.5	-5	6	4
68	0.5	5	1	9	5	0.44999999999999996	-6.5	5	7	4
70	0.5	5	1	9	5	0.6	-5.5	5	8	4
34	0.5	5	1	9	5	0.75	-5.5	5	9	4
47	0.5	5	1	9	5	0.75	-8.0	5	10	4
42	0.5	5	1	9	5	0.9	-6.0	-5	11	4
3	0.5	5	1	9	5	0.6	-7.5	-5	12	4
26	0.5	5	1	9	5	0.6	-5.0	-5	13	4
57	0.5	5	1	9	5	0.44999999999999996	-7.5	-5	14	4
53	0.5	5	1	9	5	0.9	-5.0	5	15	4
35	0.5	5	1	9	5	0.3	-5.0	5	16	4
33	0.5	5	1	9	5	0.6	-6.0	5	17	4
9	0.5	5	1	9	5	0.75	-4.5	-5	18	4
18	0.5	5	1	9	5	0.44999999999999996	-4.5	5	19	4
10	0.5	5	1	9	5	0.6	-8.5	5	20	4
36	0.5	5	1	9	5	0.3	-4.5	5	21	4
69	0.5	5	1	9	5	0.44999999999999996	-6.0	5	22	4
71	0.5	5	1	9	5	0.44999999999999996	-5.0	5	23	4
50	0.5	5	1	9	5	0.75	-6.5	5	24	4
59	0.5	5	1	9	5	0.3	-6.5	-5	25	4
60	0.5	5	1	9	5	0.44999999999999996	-6.0	-5	26	4
44	0.5	5	1	9	5	0.9	-5.0	-5	27	4
21	0.5	5	1	9	5	0.3	-7.5	-5	28	4
65	0.5	5	1	9	5	0.75	-8.0	5	29	4
6	0.5	5	1	9	5	0.9	-6.0	-5	30	4
13	0.5	5	1	9	5	0.75	-7.0	5	31	4
22	0.5	5	1	9	5	0.3	-7.0	-5	32	4
27	0.5	5	1	9	5	0.44999999999999996	-4.5	-5	33	4
37	0.5	5	1	9	5	0.3	-8.5	-5	34	4
48	0.5	5	1	9	5	0.75	-7.5	5	35	4
61	0.5	5	1	9	5	0.75	-5.5	-5	36	4
32	0.5	5	1	9	5	0.44999999999999996	-6.5	5	37	4
54	0.5	5	1	9	5	0.75	-4.5	5	38	4
24	0.5	5	1	9	5	0.9	-6.0	-5	39	4
39	0.5	5	1	9	5	0.3	-7.5	-5	40	4
52	0.5	5	1	9	5	0.9	-5.5	5	41	4
67	0.5	5	1	9	5	0.44999999999999996	-7.0	5	42	4
30	0.5	5	1	9	5	0.6	-7.5	5	43	4
16	0.5	5	1	9	5	0.9	-5.5	5	44	4
31	0.5	5	1	9	5	0.3	-7.0	5	45	4
41	0.5	5	1	9	5	0.75	-6.5	-5	46	4
62	0.5	5	1	9	5	0.44999999999999996	-5.0	-5	47	4
19	0.5	5	1	9	5	0.3	-8.5	-5	48	4
72	0.5	5	1	9	5	0.75	-4.5	5	49	4
14	0.5	5	1	9	5	0.9	-6.5	5	50	4
12	0.5	5	1	9	5	0.75	-7.5	5	51	4
49	0.5	5	1	9	5	0.44999999999999996	-7.0	5	52	4
63	0.5	5	1	9	5	0.6	-4.5	-5	53	4
55	0.5	5	1	9	5	0.3	-8.5	-5	54	4
5	0.5	5	1	9	5	0.6	-6.5	-5	55	4
66	0.5	5	1	9	5	0.44999999999999996	-7.5	5	56	4
28	0.5	5	1	9	5	0.6	-8.5	5	57	4
20	0.5	5	1	9	5	0.44999999999999996	-8.0	-5	58	4
2	0.5	5	1	9	5	0.9	-8.0	-5	59	4
8	0.5	5	1	9	5	0.3	-5.0	-5	60	4
38	0.5	5	1	9	5	0.44999999999999996	-8.0	-5	61	4
45	0.5	5	1	9	5	0.44999999999999996	-4.5	-5	62	4
40	0.5	5	1	9	5	0.6	-7.0	-5	63	4
51	0.5	5	1	9	5	0.44999999999999996	-6.0	5	64	4
29	0.5	5	1	9	5	0.3	-8.0	5	65	4
4	0.5	5	1	9	5	0.6	-7.0	-5	66	4
25	0.5	5	1	9	5	0.75	-5.5	-5	67	4
46	0.5	5	1	9	5	0.6	-8.5	5	68	4
58	0.5	5	1	9	5	0.75	-7.0	-5	69	4
15	0.5	5	1	9	5	0.44999999999999996	-6.0	5	70	4
17	0.5	5	1	9	5	0.3	-5.0	5	71	4
11	0.5	5	1	9	5	0.44999999999999996	-8.0	5	72	4
8	0.5	5	1	9	5	0.3	-5.0	-5	1	5
52	0.5	5	1	9	5	0.9	-5.5	5	2	5
69	0.5	5	1	9	5	0.44999999999999996	-6.0	5	3	5
7	0.5	5	1	9	5	0.75	-5.5	-5	4	5
29	0.5	5	1	9	5	0.3	-8.0	5	5	5
34	0.5	5	1	9	5	0.75	-5.5	5	6	5
50	0.5	5	1	9	5	0.75	-6.5	5	7	5
10	0.5	5	1	9	5	0.6	-8.5	5	8	5
1	0.5	5	1	9	5	0.9	-8.5	-5	9	5
35	0.5	5	1	9	5	0.3	-5.0	5	10	5
36	0.5	5	1	9	5	0.3	-4.5	5	11	5
14	0.5	5	1	9	5	0.9	-6.5	5	12	5
9	0.5	5	1	9	5	0.75	-4.5	-5	13	5
61	0.5	5	1	9	5	0.75	-5.5	-5	14	5
18	0.5	5	1	9	5	0.44999999999999996	-4.5	5	15	5
45	0.5	5	1	9	5	0.44999999999999996	-4.5	-5	16	5
30	0.5	5	1	9	5	0.6	-7.5	5	17	5
63	0.5	5	1	9	5	0.6	-4.5	-5	18	5
13	0.5	5	1	9	5	0.75	-7.0	5	19	5
38	0.5	5	1	9	5	0.44999999999999996	-8.0	-5	20	5
62	0.5	5	1	9	5	0.44999999999999996	-5.0	-5	21	5
53	0.5	5	1	9	5	0.9	-5.0	5	22	5
12	0.5	5	1	9	5	0.75	-7.5	5	23	5
58	0.5	5	1	9	5	0.75	-7.0	-5	24	5
67	0.5	5	1	9	5	0.44999999999999996	-7.0	5	25	5
25	0.5	5	1	9	5	0.75	-5.5	-5	26	5
55	0.5	5	1	9	5	0.3	-8.5	-5	27	5
42	0.5	5	1	9	5	0.9	-6.0	-5	28	5
31	0.5	5	1	9	5	0.3	-7.0	5	29	5
6	0.5	5	1	9	5	0.9	-6.0	-5	30	5
40	0.5	5	1	9	5	0.6	-7.0	-5	31	5
2	0.5	5	1	9	5	0.9	-8.0	-5	32	5
32	0.5	5	1	9	5	0.44999999999999996	-6.5	5	33	5
23	0.5	5	1	9	5	0.6	-6.5	-5	34	5
3	0.5	5	1	9	5	0.6	-7.5	-5	35	5
72	0.5	5	1	9	5	0.75	-4.5	5	36	5
37	0.5	5	1	9	5	0.3	-8.5	-5	37	5
15	0.5	5	1	9	5	0.44999999999999996	-6.0	5	38	5
43	0.5	5	1	9	5	0.6	-5.5	-5	39	5
49	0.5	5	1	9	5	0.44999999999999996	-7.0	5	40	5
65	0.5	5	1	9	5	0.75	-8.0	5	41	5
66	0.5	5	1	9	5	0.44999999999999996	-7.5	5	42	5
28	0.5	5	1	9	5	0.6	-8.5	5	43	5
39	0.5	5	1	9	5	0.3	-7.5	-5	44	5
54	0.5	5	1	9	5	0.75	-4.5	5	45	5
71	0.5	5	1	9	5	0.44999999999999996	-5.0	5	46	5
24	0.5	5	1	9	5	0.9	-6.0	-5	47	5
17	0.5	5	1	9	5	0.3	-5.0	5	48	5
16	0.5	5	1	9	5	0.9	-5.5	5	49	5
21	0.5	5	1	9	5	0.3	-7.5	-5	50	5
56	0.5	5	1	9	5	0.75	-8.0	-5	51	5
60	0.5	5	1	9	5	0.44999999999999996	-6.0	-5	52	5
33	0.5	5	1	9	5	0.6	-6.0	5	53	5
68	0.5	5	1	9	5	0.44999999999999996	-6.5	5	54	5
4	0.5	5	1	9	5	0.6	-7.0	-5	55	5
57	0.5	5	1	9	5	0.44999999999999996	-7.5	-5	56	5
5	0.5	5	1	9	5	0.6	-6.5	-5	57	5
46	0.5	5	1	9	5	0.6	-8.5	5	58	5
64	0.5	5	1	9	5	0.6	-8.5	5	59	5
41	0.5	5	1	9	5	0.75	-6.5	-5	60	5
20	0.5	5	1	9	5	0.44999999999999996	-8.0	-5	61	5
70	0.5	5	1	9	5	0.6	-5.5	5	62	5
19	0.5	5	1	9	5	0.3	-8.5	-5	63	5
22	0.5	5	1	9	5	0.3	-7.0	-5	64	5
44	0.5	5	1	9	5	0.9	-5.0	-5	65	5
48	0.5	5	1	9	5	0.75	-7.5	5	66	5
47	0.5	5	1	9	5	0.75	-8.0	5	67	5
27	0.5	5	1	9	5	0.44999999999999996	-4.5	-5	68	5
11	0.5	5	1	9	5	0.44999999999999996	-8.0	5	69	5
51	0.5	5	1	9	5	0.44999999999999996	-6.0	5	70	5
59	0.5	5	1	9	5	0.3	-6.5	-5	71	5
26	0.5	5	1	9	5	0.6	-5.0	-5	72	5
52	0.5	5	1	9	5	0.9	-5.5	5	1	6
24	0.5	5	1	9	5	0.9	-6.0	-5	2	6
59	0.5	5	1	9	5	0.3	-6.5	-5	3	6
31	0.5	5	1	9	5	0.3	-7.0	5	4	6
6	0.5	5	1	9	5	0.9	-6.0	-5	5	6
65	0.5	5	1	9	5	0.75	-8.0	5	6	6
33	0.5	5	1	9	5	0.6	-6.0	5	7	6
15	0.5	5	1	9	5	0.44999999999999996	-6.0	5	8	6
44	0.5	5	1	9	5	0.9	-5.0	-5	9	6
12	0.5	5	1	9	5	0.75	-7.5	5	10	6
69	0.5	5	1	9	5	0.44999999999999996	-6.0	5	11	6
7	0.5	5	1	9	5	0.75	-5.5	-5	12	6
13	0.5	5	1	9	5	0.75	-7.0	5	13	6
37	0.5	5	1	9	5	0.3	-8.5	-5	14	6
17	0.5	5	1	9	5	0.3	-5.0	5	15	6
16	0.5	5	1	9	5	0.9	-5.5	5	16	6
56	0.5	5	1	9	5	0.75	-8.0	-5	17	6
42	0.5	5	1	9	5	0.9	-6.0	-5	18	6
18	0.5	5	1	9	5	0.44999999999999996	-4.5	5	19	6
64	0.5	5	1	9	5	0.6	-8.5	5	20	6
